"","P01","P02","P03","P04","P05","P06","P07","P08","P09","P10","P11","P12","P13","P14","P15","P16","P17","P18","P19","P20","P21","P22","P23","P24","P25","P26","P27","P28","P29","P30","P31","P32","P33","P34","P35","P36","P37","P38","P39","P40","P41","P42"
"Q47XW5",6.98533070660552,6.91107783997762,6.93424656201795,7.34906549196751,7.33714754926445,7.2278450546596,7.2564435130528,7.44481605673622,7.40070527915234,7.00940924022748,7.43914872790466,7.32791770966192,7.02325230229616,7.19152630547933,7.31888348416875,6.91245357694298,6.94658799896187,7.094938262759,7.37798506470747,7.41968918743135,7.47655645516875,7.19717581468515,7.41587745628887,7.27897889492724,7.19203538871295,7.59477145786543,7.23685013838722,7.11450191542133,6.93956081911966,6.84048911901149,7.16854641863462,7.30064638471746,7.60867385482123,7.07119295803311,7.01685253349026,7.10449694573771,7.33847586157308,7.68576797091638,7.436430682041,7.41406067003002,7.31944811691402,7.01464932530796
"Q47XW6",5.50294331364044,5.62133629839414,5.72178018840856,5.0461736146127,4.89634202161524,5.0235992511203,5.50104028397578,5.71450221771923,5.7789147310938,4.86406073896044,5.07140265380787,4.59760642856545,5.54086693881883,5.43319897318564,5.17353117510906,4.44517522035824,4.51172860698316,4.59595061500974,5.57367141017913,5.22703151290235,5.28389740922791,3.88190355784335,4.73447634999897,3.07473405356452,5.61372439312806,5.22702919740164,5.19103468369292,5.0760662732348,4.97108653952756,5.39028222615867,5.41021807751465,5.66986793714786,5.22628312590525,4.68483256508702,5.25482917990457,5.06606080882676,5.56085796330585,5.25501344502863,5.50680894591663,4.63643900713465,4.80486057189502,4.9306982287428
"Q47XW8",4.40165260192361,4.8095523058164,4.47609483565059,4.12980101217403,4.4136195216372,4.58527420121494,4.39974678505789,4.03913503813583,4.40199153443628,4.38133962850252,3.78507996370282,4.40438912200064,4.26964882003956,4.49237214523729,4.66481463917061,4.22924064047332,3.90347371536377,4.72465961710486,4.47237749195506,4.46677337587179,3.6756515258575,4.08099877974285,3.974217339344,3.46648536817921,4.59043275130292,3.88181297246977,3.58278241235599,4.24542046390551,4.4172785568128,4.60145490961189,4.62139302725444,4.4945757747545,4.20299427486565,3.78707362731628,4.49457525908164,4.04276762812147,4.38556321776809,4.03907805870147,3.89855247720011,3.29122170114039,3.78156795121614,4.12980150430494
"Q47XW9",6.41862058206087,5.7296579227842,6.00763876817108,6.02390939154538,6.11508531915738,6.11681357159855,5.93128729492908,6.19628023593594,6.1965645960367,4.76087195440007,6.42765323209024,5.36889006434005,5.97111563529444,6.02391241302314,6.52978031099473,6.12335112319347,6.28301562837446,6.36723548783481,6.26695269262727,5.67638876602884,6.3182196425886,6.23814717356301,6.3537554154267,5.8460208872314,6.23300794814877,6.26134802835911,6.22535389168922,5.62495809553505,6.2118575226313,5.98099604193702,6.26396557227875,6.70418860532211,6.36013809531673,6.5816496559112,6.87411246780882,6.78487900340206,6.5951762506123,6.41861772244243,6.01505967234605,6.67076160106106,6.57614802913795,6.28694749078649
"Q47XX2",6.27869013128247,6.13404773342979,6.18321136941548,6.44740791443795,6.61258527102115,6.37984836144501,6.63042130602347,6.35674613131973,6.43103004358173,6.42830009228951,6.73250695547801,6.60335434999011,6.05357730189503,6.28694681885693,6.54185283743647,6.46884765054827,6.28301562837446,6.60170016514447,6.76445335196827,6.75885162910754,6.69018841997556,6.67424729827295,6.91014922185555,6.73583762672675,6.66910622379739,6.75884792740224,6.66145292324545,6.51477626251876,6.64795779302661,6.24403044777081,6.42442995213685,6.5940058604502,6.73210797508935,6.88650381979574,6.72524945441553,6.81289301347478,6.61623799758001,6.56819369409141,6.65006223614879,6.62769274639509,6.82853569700415,6.65891542904693
"Q47XY2",2.34194852397406,1.87535340002943,0.83143472171852,0.847725930284574,NA,NA,0.755054035278025,0.756994435417997,0.757270676727161,NA,NA,NA,0.794915554360597,0.84768496627882,1.86811580870138,NA,NA,0.927977695493215,0.827704596211891,1.82209602014435,NA,0.798903760285648,NA,NA,1.79374665201604,NA,0.786077284064276,0.770668336000024,NA,0.804784729776917,1.82471008698094,0.849859753368034,0.920877207222951,NA,1.84987807429811,0.760651978287773,2.32584426829943,1.75697587895055,0.83884109854626,NA,0.721884888762107,NA
"Q47XY5",4.6866712848422,4.39002961624234,4.76112141629098,3.77738308022185,3.86856119401376,3.87029891688972,3.68476733047002,4.68672301285992,3.68700491958256,2.8362753367938,3.91809346192186,2.85934496877092,4.72459398673165,2.77739993935835,3.79782846228281,3.87683039229316,3.77345898283554,4.44264047133937,4.34236286415488,2.75179106623961,3.80866513463944,2.72860261399269,3.84419819743356,4.50638722501055,2.72345467292172,4.3367550760951,3.71579959144251,3.70036291441335,3.70229788933241,2.73446773697108,5.07633661478727,3.77959348683281,3.85058045799453,3.6570557592323,4.36455978374043,NA,4.67058370925398,4.2716303859636,3.76853337571234,4.33112755563561,2.65155380462075,3.77739639255307
"Q47XY6",3.17632443133445,3.29471419954712,3.25076816782498,3.26703720822239,4.35822047077578,3.35995243078847,3.17442691425696,3.17637938735154,4.17666880902775,4.3259344630609,3.40775567697872,3.34898319320693,3.21425328070515,3.26705363081084,3.28748369261573,4.36648235584927,NA,3.34733272857548,3.24705559640724,3.24144754405058,4.29831826116075,3.21824955177262,3.33386221776029,3.41107783230413,3.2131113930281,4.24144570252728,3.20544922821591,3.19002863194031,3.19196555904481,3.22413616847356,4.24406652913421,3.26925215368026,3.34023377028689,4.14670967568493,3.26924571764862,3.18001948351229,4.16023594684023,3.17631991783854,NA,4.23582330020175,4.14120760959059,3.26704301046623
"Q47XY7",3.86630765435132,3.98469875084628,2.94074914332045,2.95702948301621,3.04820791433353,3.04993184927439,3.86440316015822,2.86635655280907,2.86664478766217,4.01591634019651,4.09773579489828,4.03896557563326,3.9042266052634,3.95702665234231,2.97746246784339,4.05646035090224,3.95309730573669,4.03731855109748,3.93703555008659,3.93142939186054,3.98829516261198,3.90822402966364,4.60879572321716,4.10106520149836,2.90309435383841,3.93142485346961,3.89542869783198,4.46496200041585,4.46689752049735,3.91411433275771,3.93404113801,3.95923208604856,4.61518316516405,4.42165662303122,5.28115842073193,4.45495991570223,3.85021456265326,3.86630851075875,4.53313396182043,4.5107667085697,4.41615294044658,5.27895402313761
"Q47WN5",5.34822920612168,5.14469542206304,5.1007476316957,5.81745747091301,5.79315839384147,6.01727855635499,5.02439833680317,5.72679599548313,4.83399340860576,5.87635323386362,5.71715966725543,6.19896385291393,5.38615202399244,5.57645444469645,5.30738842158655,6.12335112319347,6.01998122254067,6.58962818361279,5.41895726280343,5.79186598344878,5.14829367550474,6.23814717356301,6.1838308909682,6.50898419520174,5.06308294670646,5.41335227175093,5.51486120516038,6.28792280852817,6.28985983479385,5.77454432121459,4.67900492301214,5.4411552886226,5.36013809531673,6.38900499561257,5.70418716036689,6.02999150123859,5.469646742672,5.02629924255922,5.56760110832001,6.67076160106106,6.69162524655788,6.2044857649657
"Q47XY8",5.44331950561704,5.71371554560179,5.15519601668125,6.17146708222358,6.2626414029751,6.45701702199351,5.44141582958678,5.44337420972055,5.8586943378518,6.59292968939887,6.31217551408832,6.25341155627068,5.77074916692145,5.53403981779816,4.7064835081801,6.37044321173862,5.94514531259763,6.61432931034469,5.92908320769711,5.79795202388537,5.85481812684493,6.31531477196637,6.43092331569781,6.50815033000062,5.6321041609003,5.66044286576425,6.00296178947939,6.09444432797869,5.87398756746358,5.64312594641757,5.51105695993543,5.95128154292123,5.75923417509831,6.49170838542469,6.61424522831702,6.08443944390292,5.84226866470778,6.08074784877402,5.81469167614336,6.85645305051931,6.48620657182286,6.36411513977919
"Q47XY9",2.46527469165277,3.58367875585243,2.53972962467247,2.55600207455148,2.64718222853543,2.64890111471772,2.46337263671744,2.46535037244967,4.05058805520147,2.6148886283185,2.69670408366534,2.63794438584984,2.50321658448502,2.55599699917297,2.57645344144343,3.65544672915366,3.55206913104494,2.63629528220453,2.53600268199959,2.53041227175642,3.58727864075097,3.50720370021509,2.62281583481141,2.70004298099304,3.50206571270739,3.53040387933368,4.07937607512892,3.47898084619221,3.48091772002971,3.51308762620315,3.53301944567047,4.14317506090332,2.62919691063697,3.43567294876426,3.55821341353262,4.05393261386645,3.44919705676233,4.46528079307684,2.54714293446032,3.52477769731955,2.43016915723375,2.5560022997681
"Q47XZ0",6.31967777968223,6.04575238026817,6.39412448778921,6.66193345830426,6.6328142856186,6.35890860830035,6.5104180444253,6.45097658054387,6.01516050377187,6.2468950381046,6.61821739282553,6.62358411242507,6.7201695320634,6.41039725841529,6.43083791952211,6.76137412905031,7.01414819391287,6.55780068709641,6.39040419211057,6.51604787931174,6.21927757830801,6.61313653370899,6.5443202985605,6.24957907227642,6.7714950655271,6.74736887262192,6.86337835951537,6.69594173552579,6.89718749222295,6.67560401358412,6.99509915829201,6.47971511720088,6.41319971218338,7.02702832553503,6.7207234147073,6.73840382571885,7.15919956685951,6.78533957686434,6.59418931505871,7.11613949946844,7.10169747533334,6.82543464965751
"Q47XZ1",5.98533169428231,5.39323068748418,5.97731501610115,5.71347759471776,5.45672807114068,5.32095499240191,5.81350083411567,5.9853850494365,5.62309854210323,5.54997916499072,5.5062640072735,5.1579927082196,5.76021661106695,5.2280515888173,5.51152763862408,6.00556403874399,5.48715528126526,5.79376992954826,5.8861312740236,6.12845786766772,6.10732264550303,5.8573262163051,5.78028809927292,5.37208879916897,5.75907697426778,5.68788219321401,5.84453140965855,6.15102682810741,5.83103532340048,5.86320904446566,5.69049820344912,6.07825306297154,5.88620877255955,5.59314573559522,6.07825270858961,5.72598552587109,5.79931803807949,5.51584226674551,5.98473381433375,5.78179166930704,5.95021438015035,5.81301568709468
"Q47XZ2",5.18028509978325,5.29867973146729,5.25473299231819,4.94907194028655,3.04024757381883,4.04197466921653,5.66380649888371,3.85840844526775,5.18062292289567,5.5929313373391,4.08978092356128,4.03102053313774,4.48124453468552,4.94907887518332,5.29144600890126,3.04851159778675,3.94514531259763,4.61432607294938,6.099007690688,5.24541013940648,4.98034989653875,4.9002803307408,4.60085032665417,4.67807438381,5.70249237364397,5.92347727159804,5.47244632815171,5.45701532135179,3.87398756746358,4.49112439243264,5.51105695993543,5.75863679272765,5.82962296404534,5.63609733165555,5.95127997133172,5.66940263207232,5.64962504234008,6.02828027053175,5.52518534890256,4.91785338116262,3.8232394808843,5.53403878016561
"Q47XZ3",2.75143383632437,2.86982891431193,2.82588969351432,1.84215820130945,2.93334146656002,2.93505946530001,3.33450628609109,2.75150077302851,3.33673981227823,3.48601334459956,3.5678339307068,1.9241241510596,3.37432597160593,3.4271274903843,3.44756125287115,3.9415991008437,1.8382443260439,2.92244488187787,3.40713014557387,3.40153128510789,3.45839744369482,2.79337114881793,2.90897460061221,NA,3.3731854632294,1.81657063902861,3.36553211707365,3.3501018399503,3.35203954011755,1.79926468751443,2.81917661525391,3.84436545660371,2.91536237321097,2.72183738378095,NA,3.34009726305745,3.32030995258597,1.75144296415908,2.8333078896107,3.81093552667783,2.71632503631634,2.84216921193088
"Q47XZ7",2.3000753496993,2.4184595677386,3.69643611833554,2.97573354266065,3.06692259946408,3.48369121264348,2.29815379202694,2.30012357858652,2.88535845503291,3.03464471889786,2.53147725154197,3.05769755396401,1.33799646428656,2.39077852054164,2.41121140713496,1.49022188140529,2.3868491181447,3.05603130923541,1.37076368609896,2.95014582972069,3.00702038627758,1.34199997514083,1.45757617484079,3.11977970025745,1.33683560995558,NA,2.91414681369014,2.3137646331209,3.63762691295531,3.34787031886511,2.95276923262443,NA,2.4639830268684,2.27043724805228,1.3929735380367,2.30374004530188,1.28396750836049,2.30005440925212,3.70386160114169,1.35954449613946,NA,NA
"Q47XZ8",3.25763098099382,3.3760170793696,3.33207948790303,6.15569833132384,6.43951973360141,6.24860446818762,4.25572357967224,5.57961055397642,4.84292591779415,5.99220119479357,5.81098133768763,5.43029028634195,4.29555101768469,4.93331068610079,5.3687891213964,6.25514076372317,6.15177117799665,6.01359821303827,4.32835692911635,4.32275337338418,NA,6.2995484440952,6.22251215410495,5.49238363270676,4.29440591939334,3.32274665644327,4.28675603198578,5.27132034996787,5.27325759267842,4.89039511720139,NA,NA,NA,3.22801822346537,3.35054500374868,4.26131450907149,NA,NA,3.339499796121,5.90208698488808,5.54443929958455,4.93330951057264
"Q47Y01",4.23686730071017,3.61830138161981,3.98938527074057,4.00566096216804,4.68179511901995,4.42049226600411,4.23496542382194,4.49995598069387,3.91527390725568,4.06454894233711,4.46829721891377,4.08760293218599,4.27479029805501,4.00565916748085,3.61106288121416,4.10509986335334,3.58669337274555,3.67091159355987,4.30759590773398,3.98006630180484,4.62189492422012,4.27878894298827,4.07247036500051,3.73466304396572,3.95171669091501,4.56502690314199,4.7514248308663,3.92863770240184,4.25250288217857,3.96274281483669,4.5676440883538,3.59282245407536,4.40078194538931,3.47029356383675,4.59282588141936,4.50358957915401,3.89885493627139,4.72229398748716,4.80416280572895,3.97443539491914,4.46478981294165,4.32758885992444
"Q47WP3",5.60641644997578,5.51330395010409,5.68086123355812,5.48562712652269,5.49880095713485,5.72292304745161,5.53739662108969,5.60646876593536,5.23478500820727,5.88155678703423,6.02226464805262,6.02008580015137,5.09179549983342,5.63002029211831,5.580073431862,5.65906979552698,5.69320351697258,5.77742273363386,5.38763606654147,5.73566972189697,5.0763285012361,5.71246691038295,5.5524393317478,5.70366714406608,5.50569057250686,5.21210629282112,4.87655231651263,5.62010932863534,5.48454302663833,5.51671587626232,5.38464737470587,5.04726334466031,4.6328212616369,5.70233009164568,5.14679554767757,5.6742341672005,5.30081912652325,5.23444514290649,4.6882789583502,5.73004320910378,5.75572237617876,5.32516744044198
"Q47Y07",4.98009541943739,4.54594633997316,4.5951115900524,4.19634077423735,4.28751726284522,4.02621204685117,4.32611490026525,4.10568134539773,4.22143677867337,4.37071358699274,3.92201048953778,4.15275788501303,4.46547523075204,4.19634666716219,3.95375519046421,4.41125859728216,4.41480367711908,3.01359575830844,3.91331471250396,4.49267917316608,4.34309137303422,3.88450785315363,3.8481150140455,4.21485028426221,4.2578792845385,3.75571259427776,4.00922316856327,3.34171296972533,4.12125166910637,3.56846235317893,3.91032409187627,4.31402368019099,4.49193116599978,3.07601679027611,2.61358410158647,2.84627700979264,4.20501194717102,4.10562445413112,4.40988566915466,3.75008527382277,3.48554710753042,2.61137669791981
"Q47Y08",5.21640642192985,5.33479816655745,5.40632988209348,4.72215975933878,4.39830040090347,4.98499037971211,5.32997556850837,5.4388501241987,5.21674436318994,5.10297943067213,4.86286661097775,5.26353530421703,5.5762548251071,5.30712387893553,5.44304356868126,4.82160183834673,4.88815510833924,4.80244870782247,4.87209143447194,5.15599843700058,5.21286792996345,4.99529181105554,4.59632908029767,4.45115757099653,5.47557884882316,4.69656332971813,5.1200020520031,4.96706255373089,4.81699818654455,5.1386769493376,5.50653517023619,5.63125813166425,4.96527868526177,4.60182916201834,4.89429150574444,5.22009486054433,5.20031736105839,4.80136351213206,5.41374993460349,4.69093996983687,4.91825283439697,5.04409145917766
"Q47Y09",5.74724164990655,6.05828029988412,6.10179788341647,5.73104474747113,5.7067424868917,6.03039884822647,5.84487397169736,5.64038078017757,6.02768801354411,6.17696080277732,5.87175413823634,6.11255095640455,6.37012594390268,6.27853444927355,6.29897676969083,6.13004506035434,6.02667582675608,5.43282353062601,6.33254160853934,6.17493827359497,6.0618797283886,5.78916280322947,6.00430686548812,5.98199684297843,6.06413131366469,6.25293660673125,6.1389387616475,5.86047181826198,6.04298128066916,5.98769160803672,6.09508834564281,6.03281130236058,5.91115379713629,5.49523414614733,5.84016641816891,5.64401724856856,6.01126163514832,6.26181369284813,6.19167849452386,5.69982469497601,5.90477012572945,5.73104663518854
"Q47Y10",4.08445485517773,4.20284613783655,4.15889830274714,2.85325190265384,2.52936941743018,0.946139550970012,3.93054696245087,4.08450836450129,3.93278461516281,3.23405872911399,2.57892529078759,2.52016039943559,4.2598779716611,4.31267849484534,3.87368896564763,2.95268878732155,2.43427272342426,3.25546313568708,4.41821612301268,4.1495761645535,4.46947938706783,3.97437044911105,3.50502300303924,3.58224131276382,4.25873650762965,4.287081052482,3.96157636763657,4.58357217102279,4.10008136298789,4.26976201471857,4.00018520725541,3.66280722010643,4.51140073804485,4.19233921291171,4.44041284126162,3.93613717575719,4.33140099086095,3.93245056336559,4.54482906862208,3.62937410241667,3.31237183167409,3.85324281404271
"Q47Y11",4.73547024930591,4.56435851082861,4.35049003513447,1.36675416082095,1.45792372988291,2.45965006282482,4.85909692140366,4.86105453836746,4.73580943301861,3.42564885688008,3.09243068771645,2.44868844891075,4.63588719066818,4.17411520325529,4.55712344202724,1.46618598740505,1.36282956419244,3.03201579996071,5.15411886330157,5.51108906980325,5.39803093684441,4.77739096338614,3.43357223705537,3.51080031841776,4.89778141332577,5.04160061494595,4.89012892986525,5.09708653325221,5.46159663517211,4.78327589390284,4.80320723862869,5.17631745735495,5.14039174259598,5.05378153212983,4.69089314274753,4.73916120305867,5.58187995984345,4.97647734924759,5.35790440715816,4.65746385886393,4.41084841440798,4.36676035460415
"Q47Y13",6.74989400696748,7.01267592266756,6.48330384168181,6.2931227135905,5.68385934524956,6.00751664649689,7.25494833450011,7.14587538148656,7.02586557281364,7.17513805049282,6.43383118236148,6.67462810102805,7.12485041659607,7.11624703317425,7.19808935675456,6.77958613631637,6.67621699643652,7.06529152853579,7.52688848172317,7.32197807693746,7.43131287730297,7.4980831524613,7.61369166650009,7.54407587432871,7.12370848359387,7.4250676636499,7.38907451391035,7.87321197724714,7.83952497529117,7.67905294792149,7.15466714407678,7.68235244518917,7.6658780209242,7.86466859861619,8.0867420176719,7.82758295199001,7.34385919783395,7.63124699317368,7.3911873635804,7.88339069373818,7.82440138597359,7.87808787481486
"Q47Y14",7.06953594143977,7.30822224490961,7.07985208458572,6.44404533546995,6.89779081599767,7.05152261269667,7.12903066504386,7.24646647314558,7.13127272283267,7.21914509573158,7.58475344627481,7.04056344537584,7.28433498039013,7.28054834907863,7.35757402758714,6.82359405216689,6.80268587361349,7.30194416988611,7.31713867067417,7.46907908368529,7.42285261154724,7.63228802278597,7.2270645626454,7.53561571469263,7.28319336714352,7.74037711475308,7.43308128531988,7.88159487781511,7.80953168572018,7.50066742751623,7.13727319170516,7.2827527943115,7.4647726959701,7.68628319108635,7.49687672689788,7.67894509330318,7.61734810582532,7.59036524118947,7.48582023779218,7.6054692550339,7.55525118790216,7.4440481881458
"Q47Y15",1.61461033569759,1.73300395838601,NA,NA,NA,NA,2.61271105288354,NA,1.61492959475372,2.76420665066888,1.84604073761336,1.78726132679433,2.65253095263199,1.7053311513737,2.72576946737024,2.80476242059061,1.70138138604975,3.78561373532196,3.68532927656388,3.26470248494738,3.73659825130695,3.65653139576153,3.77213365486862,3.43433009670895,2.6513883007604,2.67972226267124,3.9656626098031,4.21326718555951,2.63023625010372,1.66242945752474,1.68235032039707,3.29248906981851,3.36348478587237,3.906924788699,3.70753488743006,3.94022721094913,2.598518965899,3.19956357610676,3.28143719179014,3.99603594104472,3.16445147793072,4.02726019966604
"Q47Y16",5.84259130092668,5.960983839252,5.91703738125166,6.2552351050733,6.34641095189879,6.02621204685117,5.8406860803934,5.84264446487136,6.16485599485337,6.57716202946488,6.39594486182067,6.0152527870631,5.88051115327967,6.25523689071276,5.95375043266671,6.03274834238672,5.92937780330484,6.01359821303827,5.49828035811586,5.90771587410534,5.54954604704257,4.88451279981081,4.00011485692915,5.07734383411628,5.87937088630834,5.49267492316847,5.45667858679099,4.85628406348266,3.85821888048868,5.47535761792254,5.91032882338134,5.52047550923015,5.591465023331,5.39793824412885,4.93551219647383,5.84627944230489,3.82650190868606,4.84258668644542,5.92445746003901,4.90208449660122,3.80747769741341,3.93331422832269
"Q47Y17",5.43541444975728,4.96884607276287,5.50986164918423,5.26309793438728,5.61730796282708,5.03407584467757,5.4335082729862,6.02043101024428,5.65814417339816,4.58502266227876,5.08187864553943,5.02311514683277,4.88837501918975,4.94117167381812,4.54657515459138,5.04061169279655,4.5222031955367,4.02145888999207,5.24310496618465,5.23750452479563,3.97244899018615,5.21429946378402,5.32991058140666,3.08519985369715,5.47219470060929,3.91557335123226,3.87958256523648,4.44910826013564,4.86608134104092,4.89825515416602,5.7255469799624,4.52834018176327,3.01436978797779,4.40579971223375,4.52833579496839,4.43910585874022,4.83436584592646,4.43541294932461,3.9323199984042,2.90994098866631,4.81533544894121,4.9411714232257
"Q47WP5",4.63279810094383,4.42926280426576,4.38531605044356,5.20894074125801,4.81469242173972,4.81641915027769,4.89392496821373,3.89588766969749,4.63313693740036,4.78240807138011,4.54229585365157,2.48352295038224,5.15614539022976,4.72351924668075,4.74395937202034,4.82295514573916,5.20501292293881,5.06684076795162,4.70352372263867,3.96096112344837,4.01782034597649,5.16014638213725,5.05335906880266,4.5456273534726,4.93261036990753,3.9609540888026,5.33999603212806,5.13191998253913,4.9114607962951,5.16602692074031,4.37860654390989,3.98875348348158,3.47477527180471,5.60318348878446,5.40379217602922,5.12191420220223,3.87974206384021,4.63279478424175,4.39273787435315,5.54029197569341,5.08310823481439,4.986550266943
"Q47Y18",5.73388388471688,5.85227572800181,5.48640282660092,5.50267299069895,5.17881143657742,5.18054204219005,5.41005182714267,5.73393818390978,5.41229393345206,NA,3.64338170066482,4.58461509855242,5.44987916407598,5.08763883249209,5.52311690578102,4.6021151481857,3.49873890325738,5.16792504312568,5.48268261429207,5.79900863582847,5.8558748835046,5.03883944069954,5.15444526458132,5.23167471302244,5.03369871102242,5.06203787143153,5.44108290187128,5.01061045220169,5.01255082381502,3.45976279292555,5.47969272045358,5.08984357519949,5.16082873432982,4.38234073940976,5.08984251886179,5.73757261175119,4.9808296072081,4.99691665993111,5.07878518583795,5.0564157443349,4.96179976902521,5.0876379988304
"Q47Y22",4.65190479998901,4.2557259011384,4.40442496103169,3.42069388351907,3.51186537971735,4.09855857092948,3.91303556004909,3.91499347997272,4.13766767517923,1.47959594894923,2.56139494302998,2.50264984242209,4.68982779733386,5.00565916748085,4.44114089649497,1.52012044398853,2.41675990853269,3.50098503567707,3.98566422356637,4.39510152320949,4.45196914042878,2.37189081983663,3.80943966903399,3.14968888006055,3.95171669091501,4.39509801974195,3.35911006747001,2.92862847461642,2.34560305789921,3.6997084090029,3.98267858758993,3.42290627664482,4.3012462718384,2.30036224618426,3.74483373485175,2.9186332478433,4.12124875719625,4.49989882550769,4.58176863192308,2.97444486120463,3.61679164080867,3.00566076503707
"Q47Y23",4.42531239012328,4.32131470571792,4.499760494024,3.70867399249222,4.38481283979386,3.80157709984843,4.20101691264185,4.20297926405405,4.42565013099382,3.76757453881403,3.43435544899305,2.79061823668676,4.46323450605377,4.29364010166563,4.31408631497852,4.13004090321695,3.70474357302364,4.11089360002806,4.27364703754877,4.26804966804926,4.32491336528557,3.65987615309938,4.3604500680007,3.85271014141689,4.65474071654938,4.49043647125371,4.45443899005233,3.95358485048236,3.63358487557146,3.98768724340875,4.2706633791813,4.29584643092248,4.58922570224893,3.17330605125997,3.71088308793889,3.62164331357796,4.60186899974086,4.42531350259368,4.28478689416595,4.26242057549079,1.58285135994879,3.29364426292976
"Q47Y24",0.844520010220935,3.28486641359077,1.91899419003695,0.935236841660863,NA,1.02816364282909,NA,0.844615449570686,0.844916627796241,0.994169121778986,1.07596811585974,1.01722301525184,1.88247287527625,0.935237478501824,0.955676058152381,NA,NA,NA,0.915256949139825,1.90969519677756,0.966526822660279,NA,NA,NA,0.881349880329411,1.90966700004563,1.87367207086048,NA,NA,NA,2.91229105972491,0.937484743855734,2.00845908134269,NA,NA,NA,2.41343398736337,2.84454699689514,3.24834023661886,NA,NA,NA
"Q47Y28",NA,NA,NA,NA,1.93334146656002,NA,0.749517369882741,0.751521861515692,1.75179138779795,NA,1.9828859652968,0.924081989800605,NA,NA,NA,2.52655212713552,2.83822536952905,0.922465800354554,0.822167644852709,1.81655517784288,0.873448962584285,0.793350071730183,1.90895382522191,NA,NA,0.816528899815225,1.78058351601905,1.76513933922915,0.767049476276484,0.799224898360412,0.819156454759771,0.844335807615865,NA,1.72183738378095,2.42933333711696,2.34009726305745,NA,NA,1.83332849850941,1.81095673108776,0.716367559197217,3.16408926613795
"Q47Y30",3.18624359806693,3.30462948323064,3.84565021061505,NA,NA,2.36985445918351,NA,NA,4.186582661996,3.33584688956393,3.41766113418507,2.35890468511799,2.22415805507329,2.27696375760744,3.29740102323487,NA,3.27302660721698,3.35725556161969,3.25696316885074,3.83632891526812,4.30823131591768,2.22816932206686,2.34377874658454,2.42099789979967,2.22303372430865,3.2513607454851,3.21537033499426,3.19994104246947,2.20187891851079,2.23406056953235,NA,NA,2.3501413622261,2.15663488955939,2.27917424247958,2.1899294527887,2.17015723800657,3.18624108724695,2.26809728766139,3.24573227786983,2.15112752606894,2.27695150521892
"Q47Y32",6.17632789215935,6.10207491513027,5.83573798027267,6.07439867767259,5.52814371545298,5.35994853733185,6.34434699651794,6.08327103022357,6.08355468621246,6.13329165136362,6.40775364684243,6.34899104467261,6.12113987274204,6.07440212477263,5.87245122696269,5.53640970977961,5.84807754000757,5.66926393990265,6.15394519385576,6.14834219384732,6.10567430213696,5.80320943578475,5.91881956000243,5.41108148121863,5.91354629426191,6.24144764572756,6.29291755094493,5.64945325186829,5.89239817012122,5.80909372939718,6.24406652913421,6.26925215368026,6.14759517745043,5.60614416861466,5.26924944065093,5.63944829466988,6.48216731117658,6.42425248561115,5.42811873707845,5.82078580092291,5.84165037347208,5.96748733592099
"Q47WP8",4.00860229535173,4.54202828078107,4.49808598381394,5.09931761038286,4.19049150892548,3.60726013758953,4.74366101952359,5.23104620744485,4.74590435047478,3.57324984071984,3.65505905608806,2.59629733381736,5.04651997356992,5.09931961021645,4.11976079782778,5.19875848718052,4.5104265597048,4.17961189992762,4.81629152973966,4.81069073244386,4.54562852928872,5.27291305259233,4.90309362482996,3.65838758593372,4.78234396571963,4.81068917478556,5.26012104225072,5.43733283245323,5.02423030851465,4.79336891695778,5.29873204841375,5.32391695640019,4.90947967122639,5.39402135339851,5.10152398391017,4.74925471293059,4.9925140994692,5.23098968565342,4.82743266917027,5.29048810579296,4.97348189950811,5.32171150241101
"Q47Y35",5.77487684759045,5.73280441274316,5.50828446212401,5.42502040514981,5.87876489534593,5.29553147104712,5.91736063146073,5.98643372327292,5.84921303168309,4.84648537831231,4.0803052100906,4.50696300384707,5.95718858519366,5.42502179485149,5.80803348714625,5.03903624874973,5.1986997454292,5.01988577795809,5.5045658552514,5.49896277025177,5.45629646773515,5.26930704623275,5.59136647533901,5.34666616896572,5.73365355532391,5.76199542621958,5.72600180848475,5.62810391883316,4.86450744259242,4.57475196562481,5.17964793203906,5.42722796177324,5.93878862222218,5.19777396267186,4.78979828987098,4.99006746941753,5.6807847297457,5.61440911434109,5.51570378417029,5.17140718476197,4.95126488053698,4.9395987066317
"Q47Y38",1.40905823185893,1.5274399575384,NA,NA,1.59094547884587,1.5926754814556,1.40713790853451,1.409109328747,1.40938561683525,NA,1.64048208770053,NA,NA,1.49976895687793,1.52019617710637,1.59922314513072,NA,NA,2.47977401169318,1.47415423326414,1.53105150779919,1.45098045686534,1.56658388711014,1.64381684464134,1.44583476814955,1.47415011867557,NA,NA,1.42465580221884,1.45683980619989,1.47677217754042,1.5019937307212,NA,NA,NA,1.41275120201804,1.39293461487102,1.40903311691194,1.49092526061749,1.46857059198628,1.37391537375151,1.4997942443621
